vphone_ad,year,unit_code,street_ad,scity_ad,state_ad,szip_ad,type_cd,closed_ind,new_ind,super_nm,category_cd,url_ad,grade_range_cd,calendar_type_txt,sna_pgm_type_cd,cover_letter_ad,school_type_txt,calendar_only_txt,title1_type_cd,clp_ind,focus_clp_ind,summer_program_ind,asm_no_spg_ind,no_data_spg_ind,Lea_Name,School_Name,State_Name,esea_status,student_num,lea_avg_student_num,st_avg_student_num,Grad_project_status,stem,url,Latitude,Longitude,D_D_E_F_G,Street number,Street,City,State,Country,Zip,Address components
(704)788-4111,2017,130326,5130 NW Cabarrus Drive,Concord,NC,28027,P,0,0,,H,http://www.cabarrus.k12.nc.us/nwcabarrushs,12-Sep,Regular School, Traditional Calendar,R,,Regular School,Traditional Calendar,,Y,,Y,,,Cabarrus County Schools,Northwest Cabarrus High,State Of North Carolina,,1219,1106,853,N,,35.4509811,-80.6624834,5130 NW Cabarrus Drive Concord NC 28027,5130,Northwest Cabarrus Drive,Concord,North Carolina,United States,28027,"5130, Northwest Cabarrus Drive, Concord, 4, Kannapolis, Cabarrus County, North Carolina, United States, 28027, 7624"
(704)454-7300,2017,130332,7321 Raging Ridge Road,Harrisburg,NC,28075,P,0,0,,H,http://www.cabarrus.k12.nc.us/hickoryridgehs,12-Sep,Regular School, Traditional Calendar,R,,Regular School,Traditional Calendar,,Y,,,,,Cabarrus County Schools,Hickory Ridge High,State Of North Carolina,,1683,1106,853,N,,35.307899,-80.6348308,7321 Raging Ridge Road Harrisburg NC 28075,7321,Raging Ridge Road,Harrisburg,North Carolina,United States,28075,"7321, Raging Ridge Road, Harrisburg, 1, Harrisburg, Cabarrus County, North Carolina, United States, 28075"
(704)260-6750,2017,130349,670 Concord Parkway North,Concord,NC,28027,P,0,0,,H,,9-Sep,Regular School, Traditional Calendar,R,,Regular School,Traditional Calendar,,,,,,,Cabarrus County Schools,Cabarrus Early College of Technology,State Of North Carolina,,62,1106,853,N,,35.4176942,-80.6142214,670 Concord Parkway North Concord NC 28027,670,Concord Parkway North,Concord,North Carolina,United States,28027,"670, Concord Parkway North, Concord, 4, Kannapolis, Cabarrus County, North Carolina, United States, 28027"
(704)260-0227,2017,130350,1531 Trinity Church Rd,Concord,NC,28027,P,0,0,,H,http://www.cabarrus.k12.nc.us/earlycollege,13-Sep,Regular School, Traditional Calendar,R,,Regular School,Traditional Calendar,,,,,,,Cabarrus County Schools,Cabarrus-Kannapolis Early Coll,State Of North Carolina,,236,1106,853,N,,35.4375622,-80.659584,1531 Trinity Church Rd Concord NC 28027,1531,Trinity Church Road,Concord,North Carolina,United States,28027,"1531, Trinity Church Road, Concord, 4, Kannapolis, Cabarrus County, North Carolina, United States, 28027, 7601"
(704)932-6125,2017,132304,415 E 1st Street,Kannapolis,NC,28083,P,0,0,,H,http://albhs.kcs.k12.nc.us/cms/One.aspx,12-Sep,Regular School, Traditional Calendar,R,,Regular School,Traditional Calendar,,Y,Y,Y,,,Kannapolis City Schools,A L Brown High,State Of North Carolina,,1526,1526,853,Y,,35.4959688,-80.6186581,415 E 1st Street Kannapolis NC 28083,415,East 1st Street,Kannapolis,North Carolina,United States,28083,"415, East 1st Street, Kannapolis, 4, Kannapolis, Cabarrus County, North Carolina, United States, 28083, 4501"
(828)759-4640,2017,140305,2857 Hickory Boulevard,Hudson,NC,28638,P,0,0,,H,http://cc.caldwellschools.com/,12-Sep,Regular School, Traditional Calendar,R,,Regular School,Traditional Calendar,,,,,,,Caldwell County Schools,Caldwell Career Cen Mid. Coll.,State Of North Carolina,,239,757,853,N,,35.8533189,-81.4813708,2857 Hickory Boulevard Hudson NC 28638,2857,Hickory Boulevard,Hudson,North Carolina,United States,28638,"2857, Hickory Boulevard, Hudson, Hudson, Caldwell County, North Carolina, United States, 28638"
(828)759-4636,2017,140309,2859 Hickory Blvd SW,Hudson,NC,28638,P,0,0,,H,http://sc.caldwellschools.com/education/school/school.php?sectionid=2311,13-Sep,Regular School, Traditional Calendar,R,,Regular School,Traditional Calendar,,,,,,,Caldwell County Schools,Caldwell Early College,State Of North Carolina,,391,757,853,N,,35.852718,-81.4821992,2859 Hickory Blvd SW Hudson NC 28638,2859,Hickory Boulevard,Hudson,North Carolina,United States,28638,"2859, Hickory Boulevard, Hudson, Hudson, Caldwell County, North Carolina, United States, 28638"
(828)758-7376,2017,140348,1350 Panther Trail SE,Lenoir,NC,28645,P,0,0,,H,http://hhs.caldwellschools.com/,12-Sep,Regular School, Traditional Calendar,R,,Regular School,Traditional Calendar,,,,,,,Caldwell County Schools,Hibriten High,State Of North Carolina,,809,757,853,N,,35.9257745,-81.4944495,1350 Panther Trail SE Lenoir NC 28645,1350,Panther Trail,Lenoir,North Carolina,United States,28645,"1350, Panther Trail, Lenoir, Lower Creek, Caldwell County, North Carolina, United States, 28645"
(828)396-2188,2017,140386,7035 Spartan Drive,Hudson,NC,28638,P,0,0,,H,http://schs.caldwellschools.com/,12-Sep,Regular School, Traditional Calendar,R,,Regular School,Traditional Calendar,,,,,,,Caldwell County Schools,South Caldwell High,State Of North Carolina,,1486,757,853,N,,35.82044,-81.452129,7035 Spartan Drive Hudson NC 28638,7035,Spartan Drive,Hudson,North Carolina,United States,28638,"7035, Spartan Drive, Hudson, Lovelady, Caldwell County, North Carolina, United States, 28638, 9056"
(828)758-5583,2017,140390,300 W Caldwell Drive,Lenoir,NC,28645,P,0,0,,H,http://wchs.caldwellschools.com/,12-Sep,Regular School, Traditional Calendar,R,,Regular School,Traditional Calendar,,,,,,,Caldwell County Schools,West Caldwell High,State Of North Carolina,,859,757,853,N,,35.8868033,-81.5917961,300 W Caldwell Drive Lenoir NC 28645,300,West Caldwell Drive,Lenoir,North Carolina,United States,28645,"300, West Caldwell Drive, Lenoir, Lenoir, Caldwell County, North Carolina, United States, 28645, 9672"
(252)338-0114,2017,150304,103 US 158 W,Camden,NC,27921,P,0,0,,H,http://www.camden.k12.nc.us/cchs/index.html,12-Sep,Regular School, Traditional Calendar,R,http://www.ccsnc.org/information/report-card/,Regular School,Traditional Calendar,,,,,,,Camden County Schools,Camden County High,State Of North Carolina,,437,297,853,Y,,36.327037,-76.1730229,103 US 158 W Camden NC 27921,103,U.S. Highway 158 West,Camden,North Carolina,United States,27921,"103, U.S. Highway 158 West, Camden, Courthouse, Camden County, North Carolina, United States, 27921"
(252)335-7219,2017,150350,103-A US Highway 158 West,Camden,NC,27921,P,0,0,,H,http://ccsnc.org/,12-Sep,Regular School, Year-Round Calendar,Y,http://www.ccsnc.org/information/report-card/,Regular School,Year-Round Calendar,,,,,,,Camden County Schools,Camden Early College High,State Of North Carolina,,157,297,853,Y,,36.327037,-76.1730229,103-A US Highway 158 West Camden NC 27921,103,U.S. Highway 158 West,Camden,North Carolina,United States,27921,"103, U.S. Highway 158 West, Camden, Courthouse, Camden County, North Carolina, United States, 27921"
(252)728-3514,2017,160313,3263 Hwy 70 E,Beaufort,NC,28516,P,0,0,,H,http://www.carteretcountyschools.org/echs,12-Sep,Regular School, Traditional Calendar,R,,Regular School,Traditional Calendar,,,,,,,Carteret County Public Schools,East Carteret High,State Of North Carolina,,559,879,853,N,,34.7816174,-76.6309636,3263 Hwy 70 E Beaufort NC 28516,3263,U.S. 70,Beaufort,North Carolina,United States,28516,"3263, U.S. 70, Beaufort, Beaufort, Carteret County, North Carolina, United States, 28516"
(252)393-7022,2017,160314,1 Cougar Lane,Newport,NC,28570,P,0,0,,H,http://www.carteretcountyschools.org/chs,12-Sep,Regular School, Traditional Calendar,R,,Regular School,Traditional Calendar,,,,,,,Carteret County Public Schools,Croatan High,State Of North Carolina,,873,879,853,N,,34.7161474,-76.9504094,1 Cougar Lane Newport NC 28570,3355,Highway 24,Newport,North Carolina,United States,28570,"3355, Highway 24, Newport, White Oak, Carteret County, North Carolina, United States, 28570, 5503"
(252)726-1176,2017,160344,4700 Country Club Road,Morehead City,NC,28557,P,0,0,,H,http://www.carteretcountyschools.org/wchs,12-Sep,Regular School, Traditional Calendar,R,,Regular School,Traditional Calendar,,,,,,,Carteret County Public Schools,West Carteret High,State Of North Carolina,,1204,879,853,Y,,34.7383291,-76.7866286,4700 Country Club Road Morehead City NC 28557,4700,Country Club Road,Morehead City,North Carolina,United States,28557,"4700, Country Club Road, Morehead City, Morehead, Carteret County, North Carolina, United States, 28557, 6218"
(336)694-4212,2017,170316,466 Main Street E,Yanceyville,NC,27379,P,0,0,,H,http://bartlettyancey.nc.cch.schoolinsites.com/,12-Sep,Regular School, Traditional Calendar,R,,Regular School,Traditional Calendar,,,Y,,,,Caswell County Schools,Bartlett Yancey High,State Of North Carolina,,812,812,853,N,,36.4037802,-79.3270991,466 Main Street E Yanceyville NC 27379,466,Main Street,Yanceyville,North Carolina,United States,27379,"466, Main Street, Yanceyville, Yanceyville, Caswell County, North Carolina, United States, 27379"
(828)241-3171,2017,180308,5040 E Bandys Road,Catawba,NC,28609,P,0,0,,H,http://www.catawbaschools.net/schools/Bandys/default.aspx,12-Sep,Regular School, Traditional Calendar,R,,Regular School,Traditional Calendar,,,,,,,Catawba County Schools,Bandys High,State Of North Carolina,,869,884,853,N,,35.6452586,-81.0839405,5040 E Bandys Road Catawba NC 28609,5040,East Bandys Cross Road,Catawba,North Carolina,United States,28609,"5040, East Bandys Cross Road, Catawba, Catawba, Catawba County, North Carolina, United States, 28609"
(828)241-3355,2017,180320,4675 Oxford School Road,Claremont,NC,28610,P,0,0,,H,http://www.catawbaschools.net/schools/BunkerHill/default.aspx,12-Sep,Regular School, Traditional Calendar,R,,Regular School,Traditional Calendar,,,,,,,Catawba County Schools,Bunker Hill High,State Of North Carolina,,931,884,853,N,,35.7540054,-81.119349,4675 Oxford School Road Claremont NC 28610,4675,Oxford School Road,Claremont,North Carolina,United States,28610,"4675, Oxford School Road, Claremont, Clines, Catawba County, North Carolina, United States, 28610, 9468"
(828)485-2980,2017,180325,2550 Hwy 70 SE,Hickory,NC,28602,P,0,0,,H,http://www.catawbaschools.net/schools/Challenger/default.aspx,12-Sep,Regular School, Traditional Calendar,R,,Regular School,Traditional Calendar,,,,,,,Catawba County Schools,Challenger Early College High,State Of North Carolina,,394,884,853,N,,35.7004103,-81.2875465,2550 Hwy 70 SE Hickory NC 28602,2550,US Highway 70 Southeast,Hickory,North Carolina,United States,28602,"2550, US Highway 70 Southeast, Hickory, Hickory, Catawba County, North Carolina, United States, 28602, 8302"
(704)462-1496,2017,180340,3407 Plateau Road,Newton,NC,28658,P,0,0,,H,http://www.catawbaschools.net/schools/Foard/default.aspx,12-Sep,Regular School, Traditional Calendar,R,,Regular School,Traditional Calendar,,,,,,,Catawba County Schools,Fred T Foard High,State Of North Carolina,,985,884,853,N,,35.618209,-81.371724,3407 Plateau Road Newton NC 28658,3407,Plateau Road,Newton,North Carolina,United States,28658,"3407, Plateau Road, Newton, Jacobs Fork, Catawba County, North Carolina, United States, 28658"
(828)428-8197,2017,180348,600 West Main Street,Maiden,NC,28650,P,0,0,,H,http://www.catawbaschools.net/schools/MaidenHigh/default.aspx,12-Sep,Regular School, Traditional Calendar,R,,Regular School,Traditional Calendar,,,,,,,Catawba County Schools,Maiden High,State Of North Carolina,,888,884,853,N,,35.5796384,-81.2239876,600 West Main Street Maiden NC 28650,600,West Main Street,Maiden,North Carolina,United States,28650,"600, West Main Street, Maiden, Newton, Catawba County, North Carolina, United States, 28650"
(828)256-9841,2017,180376,3205 34th Street Drive NE,Hickory,NC,28601,P,0,0,,H,http://www.catawbaschools.net/schools/StStephensHigh/default.aspx,12-Sep,Regular School, Traditional Calendar,R,,Regular School,Traditional Calendar,,,,,,,Catawba County Schools,Saint Stephens High,State Of North Carolina,,1239,884,853,N,,35.774616,-81.270472,3205 34th Street Drive NE Hickory NC 28601,3205,34th Street Drive Northeast,Hickory,North Carolina,United States,28601,"3205, 34th Street Drive Northeast, Hickory, Clines, Catawba County, North Carolina, United States, 28601, 7702"
(828)322-5860,2017,181322,1234 3rd Street NE,Hickory,NC,28601,P,0,0,,H,http://www.hickoryschools.net/schools/Hickory/Default.aspx,13-Sep,Regular School, Traditional Calendar,R,https://docs.google.com/a/hickoryschools.net/document/d/1QHcR5MuE9E8naRJejkS5PT5kQWZcwXZaYpPBm7L9amY/edit?usp=sharing,Regular School,Traditional Calendar,,Y,,Y,,,Hickory City Schools,Hickory High,State Of North Carolina,,1061,1061,853,N,,35.750319,-81.330996,1234 3rd Street NE Hickory NC 28601,1234,3rd Street Northeast,Hickory,North Carolina,United States,28601,"1234, 3rd Street Northeast, Hickory, Hickory, Catawba County, North Carolina, United States, 28601, 2605"
(828)465-0920,2017,182316,338 W 15th Street,Newton,NC,28658,P,0,0,,H,http://nhs.newton-conover.org,12-Sep,Regular School, Traditional Calendar,R,http://www.newton-conover.org/apps/pages/index.jsp?uREC_ID=508899&type=u&pREC_ID=1278398,Regular School,Traditional Calendar,,,,Y,,,Newton Conover City Schools,Newton-Conover High,State Of North Carolina,,759,493,853,N,,35.679071,-81.225474,338 W 15th Street Newton NC 28658,338,West 15th Street,Newton,North Carolina,United States,28658,"338, West 15th Street, Newton, Newton, Catawba County, North Carolina, United States, 28658, 2906"
(828)466-5581,2017,182700,301 West 18th St,Newton,NC,28658,P,0,0,,H,http://dhs.newton-conover.org,12-Sep,Regular School, Traditional Calendar,R,http://www.newton-conover.org/apps/pages/index.jsp?uREC_ID=508899&type=u&pREC_ID=1278398,Regular School,Traditional Calendar,,,,Y,,,Newton Conover City Schools,Discovery High School,State Of North Carolina,,227,493,853,N,,35.6795959,-81.222368,301 West 18th St Newton NC 28658,301,West 18th Street,Newton,North Carolina,United States,28658,"301, West 18th Street, Newton, Newton, Catawba County, North Carolina, United States, 28658, 2927"
(919)837-2251,2017,190316,14950 NC Hwy 902 W,Bear Creek,NC,27207,P,0,0,,H,https://www.chatham.k12.nc.us/Domain/10,12-Sep,Regular School, Traditional Calendar,R,,Regular School,Traditional Calendar,,,,Y,,,Chatham County Schools,Chatham Central High,State Of North Carolina,,399,525,853,N,,35.6048148,-79.4038636,14950 NC Hwy 902 W Bear Creek NC 27207,14950,North Carolina 902,Bear Creek,North Carolina,United States,27207,"14950, North Carolina 902, Bear Creek, Bear Creek, Chatham County, North Carolina, United States, 27207, 8670"
(919)742-2916,2017,190336,910 East Cardinal Street,Siler City,NC,27344,P,0,0,,H,https://www.chatham.k12.nc.us/Domain/13,12-Sep,Regular School, Traditional Calendar,R,,Regular School,Traditional Calendar,,,,Y,,,Chatham County Schools,Jordan Matthews High,State Of North Carolina,,819,525,853,N,,35.7233728,-79.4511385,910 East Cardinal Street Siler City NC 27344,910,East Cardinal Street,Siler City,North Carolina,United States,27344,"910, East Cardinal Street, Siler City, Matthews, Chatham County, North Carolina, United States, 27344, 3308"
(919)542-4181,2017,190342,310 Northwood High School Road,Pittsboro,NC,27312,P,0,0,,H,https://www.chatham.k12.nc.us/Domain/18,12-Sep,Regular School, Traditional Calendar,R,,Regular School,Traditional Calendar,,,,Y,,,Chatham County Schools,Northwood High,State Of North Carolina,,1367,525,853,N,,35.757579,-79.175978,310 Northwood High School Road Pittsboro NC 27312,310,Northwood High School Road,Pittsboro,North Carolina,United States,27312,"310, Northwood High School Road, Pittsboro, Center, Chatham County, North Carolina, United States, 27312"
(919)663-5899,2017,190501,501 Martin Luther King Jr Blvd,Siler City,NC,27344,P,0,0,,H,https://www.chatham.k12.nc.us/Domain/1813,9-Sep,Regular School, Traditional Calendar,R,,Regular School,Traditional Calendar,,,,,,,Chatham County Schools,Chatham School of Science & Engineering,State Of North Carolina,,8,525,853,N,,35.730565,-79.459817,501 Martin Luther King Jr Blvd Siler City NC 27344,501,Martin Luther King Junior Boulevard,Siler City,North Carolina,United States,27344,"501, Martin Luther King Junior Boulevard, Siler City, Matthews, Chatham County, North Carolina, United States, 27344"
(828)321-5415,2017,200308,50 High School Drive,Andrews,NC,28901,P,0,0,,H,http://www.cherokee.k12.nc.us/ahs/,12-Sep,Regular School, Traditional Calendar,R,,Regular School,Traditional Calendar,,,,Y,,,Cherokee County Schools,Andrews High,State Of North Carolina,,236,264,853,N,,35.1954506,-83.8239882,50 High School Drive Andrews NC 28901,50,High School Drive,Andrews,North Carolina,United States,28901,"50, High School Drive, Andrews, Valleytown, Cherokee County, North Carolina, United States, 28901, 8059"
(828)644-5115,2017,200314,267 Blue Eagle Circle,Murphy,NC,28906,P,0,0,,H,http://www.cherokee.k12.nc.us/hdsh/,12-Sep,Regular School, Traditional Calendar,R,,Regular School,Traditional Calendar,,,,Y,,,Cherokee County Schools,Hiwassee Dam High,State Of North Carolina,,184,264,853,N,,35.1041082,-84.2238855,267 Blue Eagle Circle Murphy NC 28906,267,Blue Eagle Circle,Murphy,North Carolina,United States,28906,"267, Blue Eagle Circle, Murphy, Shoal Creek, Cherokee County, North Carolina, United States, 28906"
(828)837-2426,2017,200328,234 High School Circle,Murphy,NC,28906,P,0,0,,H,http://www.cherokee.k12.nc.us/mhs/,12-Sep,Regular School, Traditional Calendar,R,,Regular School,Traditional Calendar,,,,Y,,,Cherokee County Schools,Murphy High,State Of North Carolina,,487,264,853,N,,35.100358,-84.01636,234 High School Circle Murphy NC 28906,234,High School Circle,Murphy,North Carolina,United States,28906,"234, High School Circle, Murphy, Murphy, Cherokee County, North Carolina, United States, 28906, 5110"
(828)835-4318,2017,200350,4650 E US 64 Alt.,Murphy,NC,28906,P,0,0,,H,http://www.cherokee.k12.nc.us,13-Sep,Regular School, Traditional Calendar,R,,Regular School,Traditional Calendar,,,,,,,Cherokee County Schools,Tri-County Early College High,State Of North Carolina,,148,264,853,N,,35.076071,-83.9697067,4650 E US 64 Alt. Murphy NC 28906,4650,East U.S. Highway 64 Alternate,Murphy,North Carolina,United States,28906,"4650, East U.S. Highway 64 Alternate, Murphy, Murphy, Cherokee County, North Carolina, United States, 28906"
